char 1, char2, index, text
Tywin-Lannister (Lord-Tywin), Davos-Seaworth (Davos), 985018, "would serve notice to Lord-Tywin that my cause is not yet done." The king turned back to Davos"
Davos-Seaworth (Davos), Axell-Florent (Ser-Axell), 985068, "not yet done." The king turned back to Davos. "Speak truly; ser. What do you make of Ser-Axell"
Axell-Florent (Ser-Axell), Davos-Seaworth (Davos), 985104, "back to Davos. "Speak truly; ser. What do you make of Ser-Axell proposal?"  Speak truly; ser. Davos"
Axell-Florent (Ser-Axell), Alester-Florent (Lord-Alester), 985161, "make of Ser-Axell proposal?"  Speak truly; ser. Davos remembered the dark cell he had shared with Lord-Alester"
Davos-Seaworth (Davos), Alester-Florent (Lord-Alester), 985161, "make of Ser-Axell proposal?"  Speak truly; ser. Davos remembered the dark cell he had shared with Lord-Alester"
Alester-Florent (Lord-Alester), Porridge (Porridge), 985194, " Speak truly; ser. Davos remembered the dark cell he had shared with Lord-Alester; remembered Lamprey and Porridge"
Davos-Seaworth (Davos), Porridge (Porridge), 985194, " Speak truly; ser. Davos remembered the dark cell he had shared with Lord-Alester; remembered Lamprey and Porridge"
Alester-Florent (Lord-Alester), Axell-Florent (Ser-Axell), 985237, "dark cell he had shared with Lord-Alester; remembered Lamprey and Porridge. He thought of the promises that Ser-Axell"
Porridge (Porridge), Axell-Florent (Ser-Axell), 985237, "dark cell he had shared with Lord-Alester; remembered Lamprey and Porridge. He thought of the promises that Ser-Axell"
Stannis-Baratheon (Stannis), Axell-Florent (Ser-Axell), 985436, "Stannis asking. "Your Grace;" he said slowly; "I make it folly � aye; and cowardice."  "Cowardice?" Ser-Axell"
Axell-Florent (Ser-Axell), Stannis-Baratheon (Stannis), 985514, "cowardice."  "Cowardice?" Ser-Axell all but shouted. "No man calls me craven before my king!"  "Silence;" Stannis"
Axell-Florent (Ser-Axell), Davos-Seaworth (Ser-Davos), 985536, ""Cowardice?" Ser-Axell all but shouted. "No man calls me craven before my king!"  "Silence;" Stannis commanded. "Ser-Davos"
Stannis-Baratheon (Stannis), Davos-Seaworth (Ser-Davos), 985536, ""Cowardice?" Ser-Axell all but shouted. "No man calls me craven before my king!"  "Silence;" Stannis commanded. "Ser-Davos"
Davos-Seaworth (Davos), Axell-Florent (Ser-Axell), 985607, " "Silence;" Stannis commanded. "Ser-Davos; speak on; I would hear your reasons."  Davos turned to face Ser-Axell"
Stannis-Baratheon (Stannis), Axell-Florent (Ser-Axell), 985607, " "Silence;" Stannis commanded. "Ser-Davos; speak on; I would hear your reasons."  Davos turned to face Ser-Axell"
Davos-Seaworth (Davos), Ardrian-Celtigar (Lord-Celtigar), 985923, "some closer to home. Even in this very room."  Davos ignored the jibe. "I dont doubt Lord-Celtigar"
Ardrian-Celtigar (Lord-Celtigar), Joffrey-Baratheon (Joffrey), 985956, "very room."  Davos ignored the jibe. "I dont doubt Lord-Celtigar bent the knee to the boy Joffrey"
Davos-Seaworth (Davos), Joffrey-Baratheon (Joffrey), 985956, "very room."  Davos ignored the jibe. "I dont doubt Lord-Celtigar bent the knee to the boy Joffrey"
Axell-Florent (Ser-Axell), Ardrian-Celtigar (Celtigar), 986799, "to the sword. These smallfolk are no traitors �"  "They are;" insisted Ser-Axell. "Not all of Celtigar"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis-Baratheon), 987220, "loyal."  "Some men are stronger than others." It was a feeble answer; and Davos knew it. Stannis-Baratheon"
Stannis-Baratheon (Stannis), Davos-Seaworth (Davos), 987529, "false;" Stannis declared in a tone that brooked no argument.  A desperate folly took hold of Davos"
Davos-Seaworth (Davos), Aerys-Targaryen (King-Aerys), 987599, "A desperate folly took hold of Davos; a recklessness akin to madness. "As you remained loyal to King-Aerys"
Aerys-Targaryen (King-Aerys), Axell-Florent (Ser-Axell), 987693, "remained loyal to King-Aerys when your brother raised his banners?" he blurted.  Shocked silence followed; until Ser-Axell"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 987827, "dagger from its sheath. "Your Grace; he speaks his infamy to your face!"  Davos could hear Stannis"
Stannis-Baratheon (king-Stannis), Axell-Florent (Ser-Axell), 987948, "teeth. A vein bulged; blue and swollen; in king-Stannis brow. Their eyes met. "Put up your knife; Ser-Axell"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 988102, "would please me for you to leave;" said Stannis. "Take yourself from my presence; and send me Melisandre"
Melisandre (Melisandre), Axell-Florent (Ser-Axell), 988133, "to leave;" said Stannis. "Take yourself from my presence; and send me Melisandre."  "As you command." Ser-Axell"
Stannis-Baratheon (Stannis), Axell-Florent (Ser-Axell), 988133, "to leave;" said Stannis. "Take yourself from my presence; and send me Melisandre."  "As you command." Ser-Axell"
Stannis-Baratheon (Stannis), Davos-Seaworth (Davos), 988299, "His boots rang against the floor; angry.  "You have always presumed on my forbearance;" Stannis warned Davos"
Aerys-Targaryen (King-Scab), Maegor (Maegor-the-Cruel), 988966, "not a comfortable seat; ser. Aerys cut himself so often men took to calling him King-Scab; and Maegor-the-Cruel"
Davos-Seaworth (Davos), Robert-Baratheon (Robert), 989253, "then?" Davos asked him.  "It is not a question of wanting. The throne is mine; as Robert"
Robert-Baratheon (Robert), Selyse (Selyse), 989325, "is mine; as Robert heir. That is law. After me; it must pass to my daughter; unless Selyse"
Jon-Arryn (Jon-Arryn), Eddard-Stark (Ned-Stark), 989752, "a motley fool of him. She may have murdered him as well; as she murdered Jon-Arryn and Ned-Stark"
Eddard-Stark (Ned-Stark), Cersei-Lannister (Cersei), 989813, "as well; as she murdered Jon-Arryn and Ned-Stark. For such crimes there must be justice. Starting with Cersei"
Jon-Arryn (Jon-Arryn), Cersei-Lannister (Cersei), 989813, "as well; as she murdered Jon-Arryn and Ned-Stark. For such crimes there must be justice. Starting with Cersei"
Cersei-Lannister (Cersei), Robert-Baratheon (Robert), 989898, "Starting with Cersei and her abominations. But only starting. I mean to scour that court clean. As Robert"
Robert-Baratheon (Robert), Barristan-Selmy (Ser-Barristan), 989949, "only starting. I mean to scour that court clean. As Robert should have done; after the Trident. Ser-Barristan"
Barristan-Selmy (Ser-Barristan), Aerys-Targaryen (King-Aerys), 989989, "clean. As Robert should have done; after the Trident. Ser-Barristan once told me that the rot in King-Aerys"
Robert-Baratheon (Robert), Aerys-Targaryen (King-Aerys), 989989, "clean. As Robert should have done; after the Trident. Ser-Barristan once told me that the rot in King-Aerys"
Aerys-Targaryen (King-Aerys), Varys (Varys), 990012, "have done; after the Trident. Ser-Barristan once told me that the rot in King-Aerys reign began with Varys"
Barristan-Selmy (Ser-Barristan), Varys (Varys), 990012, "have done; after the Trident. Ser-Barristan once told me that the rot in King-Aerys reign began with Varys"
Varys (eunuch), Jaime-Lannister (Kingslayer), 990085, "in King-Aerys reign began with Varys. The eunuch should never have been pardoned. No more than the Kingslayer"
Jaime-Lannister (Kingslayer), Robert-Baratheon (Robert), 990107, "with Varys. The eunuch should never have been pardoned. No more than the Kingslayer. At the least; Robert"
Varys (eunuch), Robert-Baratheon (Robert), 990107, "with Varys. The eunuch should never have been pardoned. No more than the Kingslayer. At the least; Robert"
Robert-Baratheon (Robert), Jaime-Lannister (Jaime), 990155, "pardoned. No more than the Kingslayer. At the least; Robert should have stripped the white cloak from Jaime"
Jaime-Lannister (Jaime), Jon-Arryn (Jon-Arryn), 990227, "white cloak from Jaime and sent him to the Wall; as Lord Stark urged. He listened to Jon-Arryn"
Davos-Seaworth (Davos), Melisandre (Lady-Melisandre), 990406, "abruptly; to give Davos a hard shrewd look. "The truth; now. Why did you wish to murder Lady-Melisandre"
Melisandre (Lady-Melisandre), Davos-Seaworth (Davos), 990432, "shrewd look. "The truth; now. Why did you wish to murder Lady-Melisandre?"  So he does know. Davos"
Melisandre (Melisandre), Cressen (Maester-Cressen), 990840, "sending her away when I needed her most. But not Melisandre. She remains my faithful servant."  "Maester-Cressen"
Renly-Baratheon (Renly), Stannis-Baratheon (king-Stannis), 990978, "him; as she killed Ser Cortnay Penrose and your brother Renly."  "Now you sound a fool;" king-Stannis"
Stannis-Baratheon (king-Stannis), Renly-Baratheon (Renly), 991005, "Ser Cortnay Penrose and your brother Renly."  "Now you sound a fool;" king-Stannis complained. "She saw Renly"
Renly-Baratheon (Renly), Melisandre (Melisandre), 991215, "so. Ask him; if you doubt me. She would have spared Renly if she could. It was Melisandre"
Melisandre (Melisandre), Axell-Florent (Ser-Axell), 991362, "chance to amend his treason. And it was Melisandre who told me to send for you when Ser-Axell"
Davos-Seaworth (Davos), Pylos (Maester-Pylos), 991606, "a friend to me. She knows that as well." He beckoned Davos closer. "The boy is sick. Maester-Pylos"
Pylos (Maester-Pylos), Stannis-Baratheon (king-Stannis), 991687, "boy is sick. Maester-Pylos has been leeching him."  "The boy?" His thoughts went to his Devan; king-Stannis"
Robert-Baratheon (Robert), Edric-Storm (Edric-Storm), 991837, "in him. It is Robert bastard who is sick; the boy we took at Storm End."  Edric-Storm"
Edric-Storm (Edric-Storm), Stannis-Baratheon (Stannis), 991912, "End."  Edric-Storm. "I spoke with him in Aegon Garden."  "As she wished. As she saw." Stannis"
Robert-Baratheon (Robert), Renly-Baratheon (Renly), 992113, "is a king son; but chooses to forget that he is bastard-born. And he worships Robert; as Renly"
Varys (eunuch), Robert-Baratheon (Robert), 992357, "cloaks. The eunuch work; every one. The boy would write the Red Keep full of thanks; and Robert"
Robert-Baratheon (Robert), Varys (Varys), 992383, "one. The boy would write the Red Keep full of thanks; and Robert would laugh and ask Varys"
Robert-Baratheon (Robert), Renly-Baratheon (Renly), 992414, "Red Keep full of thanks; and Robert would laugh and ask Varys what hed sent this year. Renly"
Varys (Varys), Renly-Baratheon (Renly), 992414, "Red Keep full of thanks; and Robert would laugh and ask Varys what hed sent this year. Renly"
Davos-Seaworth (Davos), Edric-Storm (Edric), 992828, "honor."  He does not use the boy name. That made Davos very uneasy. "I hope young Edric"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 992857, "use the boy name. That made Davos very uneasy. "I hope young Edric will recover soon."  Stannis"
Edric-Storm (Edric), Stannis-Baratheon (Stannis), 992857, "use the boy name. That made Davos very uneasy. "I hope young Edric will recover soon."  Stannis"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 993177, "in a king blood; she says."  Davos did not have to ask who she was.  Stannis"
Davos-Seaworth (Davos), Axell-Florent (Ser-Axell), 993746, ""One king;" agreed Davos. "One king means peace."  "I shall bring justice to Westeros. A thing Ser-Axell"
Stannis-Baratheon (King-Stannis), Davos-Seaworth (Onion-Knight), 994243, "my kingdom bleed; and I do not forget that." King-Stannis turned from the table. "On your knees; Onion-Knight"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 994604, "be false. I have learned that lesson hard. Now; kneel. Your king commands."  Davos knelt; and Stannis"
Davos-Seaworth (Davos), Melisandre (Melisandre), 994649, "that lesson hard. Now; kneel. Your king commands."  Davos knelt; and Stannis drew his longsword. Lightbringer; Melisandre"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 994649, "that lesson hard. Now; kneel. Your king commands."  Davos knelt; and Stannis drew his longsword. Lightbringer; Melisandre"
Stannis-Baratheon (Stannis), Davos-Seaworth (Davos), 994989, "shimmered around it; and no jewel had ever sparkled so brilliantly. But when Stannis touched it to Davos"
Davos-Seaworth (Ser-Davos), Stannis-Baratheon (king-Stannis), 995090, "touched it to Davos shoulder; it felt no different than any other longsword. "Ser-Davos of House Seaworth;" king-Stannis"
Stannis-Baratheon (Stannis), Davos-Seaworth (Davos), 995750, "fit man to be a King Hand."  "There is no man fitter." Stannis sheathed Lightbringer; gave Davos"
Stannis-Baratheon (Stannis), Duram-Bar-Emmon (Bar-Emmon), 996211, "Honesty. Loyalty. Service."  "Surely there is someone better � some great lord �"  Stannis snorted. "Bar-Emmon"
Duram-Bar-Emmon (Bar-Emmon), Ardrian-Celtigar (Celtigar), 996257, "is someone better � some great lord �"  Stannis snorted. "Bar-Emmon; that boy? My faithless grandfather? Celtigar"
Stannis-Baratheon (Stannis), Ardrian-Celtigar (Celtigar), 996257, "is someone better � some great lord �"  Stannis snorted. "Bar-Emmon; that boy? My faithless grandfather? Celtigar"
Ardrian-Celtigar (Celtigar), Guncer-Sunglass (Sunglass), 996331, "My faithless grandfather? Celtigar has abandoned me; the new Velaryon is six years old; and the new Sunglass"
Davos-Seaworth (Davos), Alester-Florent (Lord-Alester), 996796, "me for the battle."  Another battle will be the end of all of us; thought Davos. Lord-Alester"
Stannis-Baratheon (Stannis), Davos-Seaworth (Lord-Davos), 997622, "whose hearts are fire."  Stannis stared at the silver dish. "She has shown it to me; Lord-Davos"
Davos-Seaworth (Lord-Davos), Stannis-Baratheon (Stannis-Baratheon), 997694, "shown it to me; Lord-Davos. In the flames."  "You saw it; sire?" It was not like Stannis-Baratheon"
Melisandre (Melisandre), Stannis-Baratheon (king-Stannis), 998603, "was real; Id stake my kingdom on it."  "And have;" said Melisandre.  The conviction in king-Stannis"
Melisandre (Melisandre), Davos-Seaworth (Davos), 998626, "stake my kingdom on it."  "And have;" said Melisandre.  The conviction in king-Stannis voice frightened Davos"
Stannis-Baratheon (king-Stannis), Davos-Seaworth (Davos), 998626, "stake my kingdom on it."  "And have;" said Melisandre.  The conviction in king-Stannis voice frightened Davos"
Tywin-Lannister (Lord-Tywin), Robert-Baratheon (Robert), 999315, "If he had done his duty by his brother; we would have smashed Lord-Tywin. A victory even Robert"
Robert-Baratheon (Robert), Melisandre (Melisandre), 999642, "Light should have made Robert his champion. Why me?"  "Because you are a righteous man;" said Melisandre"
Melisandre (Melisandre), Stannis-Baratheon (Stannis), 999671, "his champion. Why me?"  "Because you are a righteous man;" said Melisandre.  "A righteous man." Stannis"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 999761, ""A righteous man." Stannis touched the covered silver platter with a finger. "With leeches."  "Yes;" said Melisandre"
Melisandre (Melisandre), Stannis-Baratheon (Stannis), 1000775, "brother blood;" Melisandre said. "A king blood. Only a king blood can wake the stone dragon."  Stannis"
Melisandre (red-woman), Stannis-Baratheon (king-Stannis), 1001332, "roared. As pale flames writhed atop them; the red-woman retrieved the silver dish and brought it to king-Stannis"
Melisandre (red-woman), Davos-Seaworth (Davos), 1001339, "As pale flames writhed atop them; the red-woman retrieved the silver dish and brought it to king-Stannis. Davos"
Stannis-Baratheon (king-Stannis), Davos-Seaworth (Davos), 1001339, "As pale flames writhed atop them; the red-woman retrieved the silver dish and brought it to king-Stannis. Davos"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 1001472, "three large black leeches; fat with blood.  The boy blood; Davos knew. A king blood.  Stannis"
Melisandre (Melisandre), Stannis-Baratheon (king-Stannis), 1001625, "around one of the leeches.  "Say the name;" Melisandre commanded.  The leech was twisting in king-Stannis"
Stannis-Baratheon (king-Stannis), Joffrey-Baratheon (Joffrey-Baratheon), 1001721, "twisting in king-Stannis grip; trying to attach itself to one of his fingers. "The usurper;" he said. "Joffrey-Baratheon"
Stannis-Baratheon (Stannis), Balon-Greyjoy (Balon-Greyjoy), 1001916, "amidst the coals; and burned.  Stannis grasped the second. "The usurper;" he declared; louder this time. "Balon-Greyjoy"
Jaime-Lannister (Jaime), Brienne (Brienne), 1002477, "a dim; steamy; low-ceilinged room filled with great stone tubs. When they led Jaime in; they found Brienne"
Roose-Bolton (Lord-Bolton), Jaime-Lannister (Jaime), 1002947, "here?" she demanded.  "Lord-Bolton insists I sup with him; but he neglected to invite my fleas." Jaime"
Qyburn (Qyburn), Jaime-Lannister (Jaime), 1003805, "awkward and slow. Both his eyes were open; though the right remained somewhat swollen; despite Qyburn leeches. Jaime"
Jaime-Lannister (Jaime), Aerys-Targaryen (Aerys), 1005127, "distress you so?" Jaime asked. "You ought to be pleased. Ive lost the hand I killed the king-Aerys"
Jaime-Lannister (Kingslayer), Aerys-Targaryen (Aerys-Targaryen), 1006200, "on trust. Would you have me trust�"  "The Kingslayer; yes. The oathbreaker who murdered poor sad Aerys-Targaryen"
Aerys-Targaryen (Aerys-Targaryen), Jaime-Lannister (Jaime), 1006208, "trust. Would you have me trust�"  "The Kingslayer; yes. The oathbreaker who murdered poor sad Aerys-Targaryen." Jaime"
Jaime-Lannister (Jaime), Aerys-Targaryen (Aerys), 1006231, "me trust�"  "The Kingslayer; yes. The oathbreaker who murdered poor sad Aerys-Targaryen." Jaime snorted. "It not Aerys"
Aerys-Targaryen (Aerys), Robert-Baratheon (Robert), 1006248, "Kingslayer; yes. The oathbreaker who murdered poor sad Aerys-Targaryen." Jaime snorted. "It not Aerys I rue; it Robert"
Jaime-Lannister (Jaime), Robert-Baratheon (Robert), 1006248, "Kingslayer; yes. The oathbreaker who murdered poor sad Aerys-Targaryen." Jaime snorted. "It not Aerys I rue; it Robert"
Aerys-Targaryen (Aerys), Jaime-Lannister (Kingslayer), 1006285, "poor sad Aerys-Targaryen." Jaime snorted. "It not Aerys I rue; it Robert. �I hear theyve named you Kingslayer"
Robert-Baratheon (Robert), Jaime-Lannister (Kingslayer), 1006285, "poor sad Aerys-Targaryen." Jaime snorted. "It not Aerys I rue; it Robert. �I hear theyve named you Kingslayer"
Robert-Baratheon (Robert), Brienne (Brienne), 1006548, "the one with shit for honor."  "Robert did all he did for love." Water ran down Brienne"
Brienne (Brienne), Robert-Baratheon (Robert), 1006591, "did all he did for love." Water ran down Brienne legs and pooled beneath her feet.  "Robert"
Lewyn-Martell (Lewyn-Martell), Elia-Martell (Elia), 1007622, "greatest threat House Targaryen had faced since Daemon Blackfyre. The king reminded Lewyn-Martell gracelessly that he held Elia"
Jonothor-Darry (Jon-Darry), Barristan-Selmy (Barristan-Selmy), 1007737, "and sent him to take command of the ten thousand Dornishmen coming up the kingsroad. Jon-Darry and Barristan-Selmy"
Barristan-Selmy (Barristan-Selmy), Rhaegar-Targaryen (Prince-Rhaegar), 1007818, "kingsroad. Jon-Darry and Barristan-Selmy rode to Stoney Sept to rally what they could of griffins men; and Prince-Rhaegar"
Aerys-Targaryen (Aerys), Varys (Varys), 1008037, "returned from Casterly Rock; and that made the king-Aerys even more afraid. He saw traitors everywhere; and Varys"
Rhaegar-Targaryen (Rhaegar), Aerys-Targaryen (Aerys), 1008561, "help. The queen-Rhaella eyes had been closed for years; and Rhaegar was busy marshaling an army. But Aerys"
Aerys-Targaryen (Aerys), Rossart (Rossart), 1008627, "Rhaegar was busy marshaling an army. But Aerys new mace-and-dagger Hand was not utterly stupid; and with Rossart"
Aerys-Targaryen (Aerys), Rossart (Rossart), 1009148, "on the floor. Aerys burnt him alive for that; and hung his chain about the neck of Rossart"
Rossart (Rossart), Rickard-Karstark (Lord-Rickard-Stark), 1009216, "and hung his chain about the neck of Rossart; his favorite pyromancer. The man who had cooked Lord-Rickard-Stark"
Varys (Varys), Rossart (Rossart), 1009599, "me where Varys could watch me; day and night. So I heard it all." He remembered how Rossart"
Rhaegar-Targaryen (Rhaegar), Robert-Baratheon (Robert), 1009739, "maps to show where the substance must be placed. Garigus and Belis were the same. "Rhaegar met Robert"
Robert-Baratheon (Robert), Aerys-Targaryen (Aerys), 1009824, ""Rhaegar met Robert on the Trident; and you know what happened there. When the word reached court; Aerys"
Aerys-Targaryen (Aerys), Viserys (Prince-Viserys), 1009888, "know what happened there. When the word reached court; Aerys packed the queen-Rhaella off to Dragonstone with Prince-Viserys"
Aerys-Targaryen (Aerys), Elia-Martell (Princess-Elia), 1009903, "what happened there. When the word reached court; Aerys packed the queen-Rhaella off to Dragonstone with Prince-Viserys. Princess-Elia"
Viserys (Prince-Viserys), Elia-Martell (Princess-Elia), 1009903, "what happened there. When the word reached court; Aerys packed the queen-Rhaella off to Dragonstone with Prince-Viserys. Princess-Elia"
Lewyn-Martell (Prince-Lewyn), Rhaegar-Targaryen (Rhaegar), 1010029, "but he forbade it. Somehow he had gotten it in his head that Prince-Lewyn must have betrayed Rhaegar"
Elia-Martell (Elia), Rossart (Rossart), 1010185, "he kept Elia and Aegon by his side. The traitors want my city; I heard him tell Rossart"
Rossart (Rossart), Robert-Baratheon (Robert), 1010233, "traitors want my city; I heard him tell Rossart; but Ill give them naught but ashes. Let Robert"
Aerion-Brightflame (Aerion-Brightfire), Aerys-Targaryen (Aerys), 1010499, "if truth be told; I do not believe he truly expected to die. Like Aerion-Brightfire before him; Aerys"
Eddard-Stark (Ned-Stark), Robert-Baratheon (Robert), 1010658, "reborn as a dragon; and turn all his enemies to ash.  "Ned-Stark was racing south with Robert"
Eddard-Stark (Ned-Stark), Pycelle (Pycelle), 1010716, "ash.  "Ned-Stark was racing south with Robert van; but my father forces reached the city first. Pycelle"
Robert-Baratheon (Robert), Pycelle (Pycelle), 1010716, "ash.  "Ned-Stark was racing south with Robert van; but my father forces reached the city first. Pycelle"
Pycelle (Pycelle), Robert-Baratheon (king-Robert), 1010742, "was racing south with Robert van; but my father forces reached the city first. Pycelle convinced the king-Robert"
Aerys-Targaryen (Aerys), Rossart (Lord-Rossart), 1011300, "royal command. �Bring me your father head; if you are no traitor. Aerys would have no yielding. Lord-Rossart"
Qyburn (Qyburn), Brienne (Brienne), 1013327, "the damp floor with the guards and the wench and Qyburn all standing over him looking concerned. Brienne"
Qyburn (Qyburn), Roose-Bolton (Lord-Bolton), 1013863, "him?"  "Scrub him and dress him and carry him to Kingspyre; if need be;" Qyburn said. "Lord-Bolton"
Qyburn (Qyburn), Jaime-Lannister (Jaime), 1015404, "was no match for her one-handed.  Qyburn had brought a flask as well. "What is it?" Jaime"
Jaime-Lannister (Jaime), Brienne (Brienne), 1015670, "me the potion that grows new hands;" said Jaime. "That the one I want."  "Drink it;" Brienne"
Qyburn (Qyburn), Brienne (Brienne), 1015970, "a guard told Qyburn. "Her too. Do I need to carry him?"  "I can still walk. Brienne"
Brienne (Brienne), Jaime-Lannister (Jaime), 1016012, "need to carry him?"  "I can still walk. Brienne; give me your arm."  Clutching her; Jaime"
Roose-Bolton (Lord-of-the-Dreadfort), Brienne (Brienne), 1016593, "acres of smooth slate floor; the Lord-of-the-Dreadfort waited; attended only by a cupbearer.  "My lord;" said Brienne"
Brienne (Brienne), Roose-Bolton (Roose-Bolton), 1016636, "waited; attended only by a cupbearer.  "My lord;" said Brienne; when they stood before him.  Roose-Bolton"
Amory-Lorch (Ser-Amory), Jaime-Lannister (Jaime), 1017038, "I fear. Ser-Amory drained Lady Whent cellars nearly dry."  "I trust you killed him for it." Jaime"
Brienne (Brienne), Jaime-Lannister (Ser-Jaime), 1017245, "red like a good Lannister."  "I would prefer water;" said Brienne.  "Elmar; the red for Ser-Jaime"
Jaime-Lannister (Ser-Jaime), Brienne (Lady-Brienne), 1017273, "Lannister."  "I would prefer water;" said Brienne.  "Elmar; the red for Ser-Jaime; water for the Lady-Brienne"
Jaime-Lannister (Ser-Jaime), Vargo-Hoat (Lord-Vargo), 1017820, "sharp bites. "Do try these; Ser-Jaime. They are most sweet; and help move the bowels as well. Lord-Vargo"
Jaime-Lannister (Jaime), Harrion-Karstark (Harrion-Karstark), 1018710, ""Leave it to your goat to get it backward;" said Jaime.  Bolton gave a soft chuckle. "Harrion-Karstark"
Walda-Bolton (Walda-Frey), Jaime-Lannister (Jaime), 1019119, "of a wife. I wed the Lady-Walda-Frey whilst I was at the Twins."  "Fair Walda?" Awkwardly; Jaime"
Jaime-Lannister (Jaime), Brienne (Brienne), 1019431, "The boy tore a fist-sized chunk off one end of the loaf and handed it to Jaime. Brienne"
Brienne (Brienne), Roose-Bolton (Lord-Bolton), 1019464, "chunk off one end of the loaf and handed it to Jaime. Brienne tore her own bread. "Lord-Bolton"
Jaime-Lannister (Jaime), Roose-Bolton (Lord-Bolton), 1019464, "chunk off one end of the loaf and handed it to Jaime. Brienne tore her own bread. "Lord-Bolton"
Roose-Bolton (Lord-Bolton), Vargo-Hoat (Vargo-Hoat), 1019527, "Jaime. Brienne tore her own bread. "Lord-Bolton;" she asked; "it said you mean to give Harrenhal to Vargo-Hoat"
Vargo-Hoat (Vargo-Hoat), Roose-Bolton (Lord-Bolton), 1019564, ""Lord-Bolton;" she asked; "it said you mean to give Harrenhal to Vargo-Hoat."  "That was his price;" Lord-Bolton"
Edmure-Tully (Edmure-Tully), Roslin-Frey (Lady-Roslin-Frey), 1019711, "pay their debts. I must take my leave soon in any case. Edmure-Tully is to wed the Lady-Roslin-Frey"
Roslin-Frey (Lady-Roslin-Frey), Edmure-Tully (Edmure), 1019771, "case. Edmure-Tully is to wed the Lady-Roslin-Frey at the Twins; and my king commands my attendance."  "Edmure"
Edmure-Tully (Edmure), Jaime-Lannister (Jaime), 1019789, "to wed the Lady-Roslin-Frey at the Twins; and my king commands my attendance."  "Edmure weds?" said Jaime"
Roslin-Frey (Lady-Roslin-Frey), Jaime-Lannister (Jaime), 1019789, "to wed the Lady-Roslin-Frey at the Twins; and my king commands my attendance."  "Edmure weds?" said Jaime"
Edmure-Tully (Edmure), Robb-Stark (Robb-Stark), 1019806, "the Lady-Roslin-Frey at the Twins; and my king commands my attendance."  "Edmure weds?" said Jaime. "Not Robb-Stark"
Jaime-Lannister (Jaime), Robb-Stark (Robb-Stark), 1019806, "the Lady-Roslin-Frey at the Twins; and my king commands my attendance."  "Edmure weds?" said Jaime. "Not Robb-Stark"
Roslin-Frey (Lady-Roslin-Frey), Robb-Stark (Robb-Stark), 1019806, "the Lady-Roslin-Frey at the Twins; and my king commands my attendance."  "Edmure weds?" said Jaime. "Not Robb-Stark"
Jaime-Lannister (Jaime), Jeyne-Westerling (Jeyne), 1020161, "bannermen; and most of them have daughters." Jaime groped one-handed for his goblet; trying to recall this Jeyne"
Brienne (Brienne), Robb-Stark (King-Robb), 1020285, "were an old house; with more pride than power.  "This cannot be true;" Brienne said stubbornly. "King-Robb"
Roose-Bolton (Roose-Bolton), Jaime-Lannister (Jaime), 1020468, "sixteen;" said Roose-Bolton mildly. "And I would thank you not to question my word; my lady."  Jaime"
Jaime-Lannister (Jaime), Robb-Stark (Robb-Stark), 1020501, "I would thank you not to question my word; my lady."  Jaime felt almost sorry for Robb-Stark"
Robb-Stark (King-Robb), Arya-Stark (Arya-Stark), 1020926, "had no choice but to break the betrothal when King-Robb betrayed him."  "Is there word of Arya-Stark"
Arya-Stark (Arya-Stark), Brienne (Brienne), 1020936, "no choice but to break the betrothal when King-Robb betrayed him."  "Is there word of Arya-Stark?" Brienne"
Robb-Stark (King-Robb), Brienne (Brienne), 1020936, "no choice but to break the betrothal when King-Robb betrayed him."  "Is there word of Arya-Stark?" Brienne"
Arya-Stark (Arya-Stark), Catelyn-Stark (Lady-Catelyn), 1020966, "to break the betrothal when King-Robb betrayed him."  "Is there word of Arya-Stark?" Brienne leaned forward. "Lady-Catelyn"
Brienne (Brienne), Catelyn-Stark (Lady-Catelyn), 1020966, "to break the betrothal when King-Robb betrayed him."  "Is there word of Arya-Stark?" Brienne leaned forward. "Lady-Catelyn"
Robb-Stark (King-Robb), Catelyn-Stark (Lady-Catelyn), 1020966, "to break the betrothal when King-Robb betrayed him."  "Is there word of Arya-Stark?" Brienne leaned forward. "Lady-Catelyn"
Catelyn-Stark (Lady-Catelyn), Roose-Bolton (Lord-of-the-Dreadfort), 1021053, "leaned forward. "Lady-Catelyn had feared that � is the girl still alive?"  "Oh; yes;" said the Lord-of-the-Dreadfort"
Roose-Bolton (Roose-Bolton), Arya-Stark (Arya-Stark), 1021138, ""Oh; yes;" said the Lord-of-the-Dreadfort.  "You have certain knowledge of that; my lord?"  Roose-Bolton shrugged. "Arya-Stark"
Brienne (Brienne), Tyrion-Lannister (Tyrion-Lannister), 1021309, "mean to see her returned safely to the north."  "Her and her sister both;" said Brienne. "Tyrion-Lannister"
