char 1, char2, index, text
Addam-Marbrand (Ser-Addam), Tywin-Lannister (Lord-Tywin), 121289, "more luck than we did. Give it up; ser."  Ser-Addam gazed at the sellsword with distaste. "Lord-Tywin"
Podrick-Payne (Pod), Bronn (Bronn), 121629, "more steps; but this time he climbed under his own power; with one hand on Pod shoulder. Bronn"
Bronn (Bronn), Tywin-Lannister (Lord-Tywin-Lannister), 121675, "climbed under his own power; with one hand on Pod shoulder. Bronn opened the door for him. Lord-Tywin-Lannister"
Podrick-Payne (Pod), Tywin-Lannister (Lord-Tywin-Lannister), 121675, "climbed under his own power; with one hand on Pod shoulder. Bronn opened the door for him. Lord-Tywin-Lannister"
Tyrion-Lannister (Tyrion), Podrick-Payne (Pod), 121903, "laid his quill aside.  "Im pleased you remember me; my lord." Tyrion released his grip on Pod"
Bronn (Ser-Bronn), Tywin-Lannister (Lord-Tywin), 122018, "his weight on the stick; and waddled closer. Something is wrong; he knew at once.  "Ser-Bronn;" Lord-Tywin"
Bronn (Ser-Bronn), Podrick-Payne (Podrick), 122033, "on the stick; and waddled closer. Something is wrong; he knew at once.  "Ser-Bronn;" Lord-Tywin said; "Podrick"
Tywin-Lannister (Lord-Tywin), Podrick-Payne (Podrick), 122033, "on the stick; and waddled closer. Something is wrong; he knew at once.  "Ser-Bronn;" Lord-Tywin said; "Podrick"
Podrick-Payne (Podrick), Bronn (Bronn), 122104, ""Ser-Bronn;" Lord-Tywin said; "Podrick. Perhaps you had best wait without until we are done."  The look Bronn"
Tywin-Lannister (Lord-Tywin), Bronn (Bronn), 122104, ""Ser-Bronn;" Lord-Tywin said; "Podrick. Perhaps you had best wait without until we are done."  The look Bronn"
Bronn (Bronn), Podrick-Payne (Pod), 122194, "The look Bronn gave the Hand was little less than insolent; nonetheless; he bowed and withdrew; with Pod"
Podrick-Payne (Pod), Tyrion-Lannister (Tyrion-Lannister), 122268, "he bowed and withdrew; with Pod on his heels. The heavy door swung shut behind them; and Tyrion-Lannister"
Cersei-Lannister (Cersei), Tywin-Lannister (Lord-of-Casterly-Rock), 122469, "chill in the room was palpable. What sort of lies has Cersei been telling him?  The Lord-of-Casterly-Rock"
Tyrion-Lannister (Tyrion), Tywin-Lannister (Lord-Tywin), 122819, "wrist of the next. "That a handsome chain;" Tyrion said. Though it looked better on me.  Lord-Tywin"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 123370, ""I rather liked these accommodations. Have you set a date for this great wedding?"  "Joffrey and Margaery"
Tyrion-Lannister (Tyrion), Ballabar (Maester-Ballabar), 123943, "with quills and ravens. Spare me these coy reproaches; Tyrion. I visited your sickbed as often as Maester-Ballabar"
Ballabar (Ballabar), Tyrion-Lannister (Tyrion), 124069, "seemed like to die." He steepled his fingers under his chin. "Why did you dismiss Ballabar?"  Tyrion"
Ballabar (Ballabar), Frenken (Maester-Frenken), 124096, "to die." He steepled his fingers under his chin. "Why did you dismiss Ballabar?"  Tyrion shrugged. "Maester-Frenken"
Tyrion-Lannister (Tyrion), Frenken (Maester-Frenken), 124096, "to die." He steepled his fingers under his chin. "Why did you dismiss Ballabar?"  Tyrion shrugged. "Maester-Frenken"
Frenken (Maester-Frenken), Ballabar (Ballabar), 124151, "did you dismiss Ballabar?"  Tyrion shrugged. "Maester-Frenken is not so determined to keep me insensate."  "Ballabar"
Tyrion-Lannister (Tyrion), Ballabar (Ballabar), 124151, "did you dismiss Ballabar?"  Tyrion shrugged. "Maester-Frenken is not so determined to keep me insensate."  "Ballabar"
Ballabar (Ballabar), Paxter-Redwyne (Lord-Redwyne), 124184, "shrugged. "Maester-Frenken is not so determined to keep me insensate."  "Ballabar came to the city in Lord-Redwyne"
Frenken (Maester-Frenken), Paxter-Redwyne (Lord-Redwyne), 124184, "shrugged. "Maester-Frenken is not so determined to keep me insensate."  "Ballabar came to the city in Lord-Redwyne"
Paxter-Redwyne (Lord-Redwyne), Cersei-Lannister (Cersei), 124241, ""Ballabar came to the city in Lord-Redwyne retinue. A gifted healer; it said. It was kind of Cersei"
Podrick-Payne (Podrick-Payne), Mandon-Moore (Ser-Mandon), 124983, "who cut you?"  "Oh; the wretch is dead enough." Though it had been Podrick-Payne whod killed Ser-Mandon"
Tyrion-Lannister (Tyrion), Mandon-Moore (Ser-Mandon), 125126, "beneath the weight of his armor. "A dead enemy is a joy forever;" Tyrion said blithely; though Ser-Mandon"
Stannis-Baratheon (Lord-Stannis), Robb-Stark (Robb-Stark), 125475, ""Why are you here in the city; Father?" he asked. "Shouldnt you be off fighting Lord-Stannis or Robb-Stark"
Robb-Stark (Robb-Stark), Paxter-Redwyne (Lord-Redwyne), 125536, ""Shouldnt you be off fighting Lord-Stannis or Robb-Stark or someone?" And the sooner the better.  "Until Lord-Redwyne"
Stannis-Baratheon (Lord-Stannis), Paxter-Redwyne (Lord-Redwyne), 125536, ""Shouldnt you be off fighting Lord-Stannis or Robb-Stark or someone?" And the sooner the better.  "Until Lord-Redwyne"
Robett-Glover (Robett-Glover), Randyll-Tarly (Lord-Tarly), 125831, "but a large force of northmen under Helman Tallhart and Robett-Glover are descending toward Duskendale. Ive sent Lord-Tarly"
Randyll-Tarly (Lord-Tarly), Gregor-Clegane (Ser-Gregor), 125862, "northmen under Helman Tallhart and Robett-Glover are descending toward Duskendale. Ive sent Lord-Tarly to meet them; while Ser-Gregor"
Robett-Glover (Robett-Glover), Gregor-Clegane (Ser-Gregor), 125862, "northmen under Helman Tallhart and Robett-Glover are descending toward Duskendale. Ive sent Lord-Tarly to meet them; while Ser-Gregor"
Podrick-Payne (Pod), Petyr-Baelish (Littlefinger), 126407, "tight. What did he want? More than you can ever give me; Father. "Pod tells me that Littlefinger"
Petyr-Baelish (Littlefinger), Roose-Bolton (Roose-Bolton), 126479, ""Pod tells me that Littlefinger been made Lord of Harrenhal."  "An empty title; so long as Roose-Bolton"
Roose-Bolton (Roose-Bolton), Robb-Stark (Robb-Stark), 126511, "been made Lord of Harrenhal."  "An empty title; so long as Roose-Bolton holds the castle for Robb-Stark"
Robb-Stark (Robb-Stark), Petyr-Baelish (Lord-Baelish), 126529, "Lord of Harrenhal."  "An empty title; so long as Roose-Bolton holds the castle for Robb-Stark; yet Lord-Baelish"
Roose-Bolton (Roose-Bolton), Petyr-Baelish (Lord-Baelish), 126529, "Lord of Harrenhal."  "An empty title; so long as Roose-Bolton holds the castle for Robb-Stark; yet Lord-Baelish"
Tywin-Lannister (Lord-Tywin), Aerys-Targaryen (Aerys), 127204, "make a nice start."  Lord-Tywin stared at him; unblinking. "Mummers and monkeys require applause. So did Aerys"
Tyrion-Lannister (Tyrion), Doran-Martell (Prince-Doran), 128418, ""Well have our own hostage;" Tyrion said. "A council seat was also part of the bargain. Unless Prince-Doran"
Bronn (Ser-Bronn), Tyrion-Lannister (Tyrion), 129127, "� a lesson you seem to have learned; judging from Ser-Bronn and those clansmen of yours."  Tyrion"
Bronn (Ser-Bronn), Timett (Timett), 129145, "you seem to have learned; judging from Ser-Bronn and those clansmen of yours."  Tyrion thought of Timett"
Tyrion-Lannister (Tyrion), Timett (Timett), 129145, "you seem to have learned; judging from Ser-Bronn and those clansmen of yours."  Tyrion thought of Timett"
Bronn (Ser-Bronn), Shagga (Shagga), 129164, "have learned; judging from Ser-Bronn and those clansmen of yours."  Tyrion thought of Timett burned eye; Shagga"
Timett (Timett), Shagga (Shagga), 129164, "have learned; judging from Ser-Bronn and those clansmen of yours."  Tyrion thought of Timett burned eye; Shagga"
Tyrion-Lannister (Tyrion), Shagga (Shagga), 129164, "have learned; judging from Ser-Bronn and those clansmen of yours."  Tyrion thought of Timett burned eye; Shagga"
Shagga (Shagga), Bronn (Bronn), 129226, "thought of Timett burned eye; Shagga with his axe; Chella in her necklace of dried ears. And Bronn"
Timett (Timett), Bronn (Bronn), 129226, "thought of Timett burned eye; Shagga with his axe; Chella in her necklace of dried ears. And Bronn"
Tyrion-Lannister (Tyrion), Jaime-Lannister (Jaime), 130499, "them; huge; sharp; poisoned.  I knew the answer before I asked; Tyrion said. Eighteen years since Jaime"
Tywin-Lannister (Lord-Tywin), Tyrion-Lannister (Tyrion), 131893, "me of your threats against my grandsons." Lord-Tywin voice was colder than ice. "Did she lie?"  Tyrion"
Tommen (Tommen), Tywin-Lannister (Lord-Tywin), 132401, "would I harm Tommen? He a good lad; and mine own blood."  "As was your mother." Lord-Tywin"
Tywin-Lannister (Lord-Tywin), Tyrion-Lannister (dwarf), 132440, "lad; and mine own blood."  "As was your mother." Lord-Tywin rose abruptly; to tower over his dwarf"
Stannis-Baratheon (Stannis-Baratheon), Joffrey-Baratheon (Joffrey), 139298, "Beneath the walls of the Red Keep Stannis-Baratheon galleys had joined in battle with the boy king Joffrey"
Stannis-Baratheon (Stannis), Ilyn-Payne (Kings-Justice), 144778, "fingerbones with them. Stannis could never understand why hed kept the bones. "To remind me of my Kings-Justice"
Davos-Seaworth (Davos), Melisandre (red-woman), 145639, " "It was her!" Davos cried. "Mother; dont forsake us. It was her who burned you; the red-woman"
Sansa-Stark (Sansa), Margaery-Tyrell (Margaery-Tyrell), 149907, "she think I bear her ill will �  Sansa had watched from the castle walls as Margaery-Tyrell"
Margaery-Tyrell (Margaery-Tyrell), Joffrey-Baratheon (Joffrey), 149966, "watched from the castle walls as Margaery-Tyrell and her escort made their way up xAegon High Hill. Joffrey"
Sandor-Clegane (Hound), Sansa-Stark (Sansa), 150742, "smallfolk who pulled me from my horse and would have killed me; if not for the Hound. Sansa"
Sandor-Clegane (Hound), Margaery-Tyrell (Margaery-Tyrell), 150818, "not for the Hound. Sansa had done nothing to make the commons hate her; no more than Margaery-Tyrell"
Sansa-Stark (Sansa), Margaery-Tyrell (Margaery-Tyrell), 150818, "not for the Hound. Sansa had done nothing to make the commons hate her; no more than Margaery-Tyrell"
Margaery-Tyrell (Margaery), Sansa-Stark (Sansa), 150990, "studied the invitation; which looked to be written in Margaery own hand. Does she want my blessing? Sansa"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joffrey), 151010, "which looked to be written in Margaery own hand. Does she want my blessing? Sansa wondered if Joffrey"
Sansa-Stark (Sansa), Joffrey-Baratheon (Joffrey), 151010, "which looked to be written in Margaery own hand. Does she want my blessing? Sansa wondered if Joffrey"
Tyrion-Lannister (Imp), Florian (Florian), 151412, "him; but the Imp could not save her now.  No one can save me but my Florian"
Florian (Florian), Dontos-Hollard (Ser-Dontos), 151424, "but the Imp could not save her now.  No one can save me but my Florian. Ser-Dontos"
Tyrion-Lannister (Imp), Dontos-Hollard (Ser-Dontos), 151424, "but the Imp could not save her now.  No one can save me but my Florian. Ser-Dontos"
Dontos-Hollard (Ser-Dontos), Joffrey-Baratheon (Joffrey), 151498, "but my Florian. Ser-Dontos had promised he would help her escape; but not until the night of Joffrey"
Florian (Florian), Joffrey-Baratheon (Joffrey), 151498, "but my Florian. Ser-Dontos had promised he would help her escape; but not until the night of Joffrey"
Joffrey-Baratheon (King-Joffrey-Baratheon), Sansa-Stark (Sansa-Stark), 152006, "was the court of King-Joffrey-Baratheon; the First of His Name; and if there was one thing that Sansa-Stark"
Joffrey-Baratheon (Joffrey), Sandor-Clegane (Hound), 152228, "and disgraced sister of a rebel lord. She could scarcely refuse Joffrey queen-to-be.  I wish the Hound"
Sandor-Clegane (Sandor-Clegane), Sansa-Stark (Sansa), 152341, "night of the battle; Sandor-Clegane had come to her chambers to take her from the city; but Sansa"
Tyrion-Lannister (Imp), Sansa-Stark (Sansa), 152667, "the height of the battle; he got so drunk the Imp had to take his men. But Sansa"
Sandor-Clegane (Sandor-Clegane), Loras-Tyrell (Ser-Loras-Tyrell), 153208, "man as different from Sandor-Clegane as � well; as a flower from a dog. The sight of Ser-Loras-Tyrell"
Loras-Tyrell (Ser-Loras-Tyrell), Sansa-Stark (Sansa), 153245, "� well; as a flower from a dog. The sight of Ser-Loras-Tyrell standing on her threshold made Sansa"
Loras-Tyrell (Ser-Loras), Olenna-Tyrell (Lady-Olenna), 153958, "with Ser-Loras touching her arm. She could feel the warmth of his hand through the silk.  "Lady-Olenna"
Olenna-Tyrell (Lady-Olenna), Sansa-Stark (Sansa), 154010, "hand through the silk.  "Lady-Olenna. She is to sup with you as well."  "Oh;" said Sansa"
Olenna-Tyrell (Queen-of-Thorns), Loras-Tyrell (Ser-Loras), 154159, "he holding my arm and touching me. "The Queen-of-Thorns; she called. Isnt that right?"  "It is." Ser-Loras"
Olenna-Tyrell (Queen-of-Thorns), Cersei-Lannister (Cersei-Lannister), 154470, "no woman would be happy about being called "the Queen-of-Thorns." Maybe I truly am as stupid as Cersei-Lannister"
Osney-Kettleblack (Osney), Osfryd (Ser-Osfryd), 155838, "every time he raised his longsword; seemed to be holding his own against Osney-Kettleblack; but Osney brother Ser-Osfryd"
Sansa-Stark (Sansa), Loras-Tyrell (Ser-Loras), 156395, "the head; knocking him senseless. "Is that your brother?" Sansa asked.  "It is; my lady;" said Ser-Loras"
Loras-Tyrell (Ser-Loras), Garlan-Tyrell (Garlan), 156404, "head; knocking him senseless. "Is that your brother?" Sansa asked.  "It is; my lady;" said Ser-Loras. "Garlan"
Sansa-Stark (Sansa), Garlan-Tyrell (Garlan), 156404, "head; knocking him senseless. "Is that your brother?" Sansa asked.  "It is; my lady;" said Ser-Loras. "Garlan"
Renly-Baratheon (King-Renly), Sansa-Stark (Sansa), 157638, "not a boast; he sounded sad.  Him; and another of King-Renly Rainbow Guard as well; yes. Sansa"
Renly-Baratheon (Lord-Renly), Margaery-Tyrell (Margaery), 157820, "forgotten. "That was when Lord-Renly was killed; wasnt it? How terrible for your poor sister."  "For Margaery"
Renly-Baratheon (Renly), Robar-Royce (Robar), 158082, "with his hand. Its grip was white leather; its pommel a rose in alabaster. "Renly is dead. Robar"
Sansa-Stark (Lady-Sansa), Loras-Tyrell (Ser-Loras), 158258, "my lord; I � I did not mean to give offense; ser."  "Nor could you; Lady-Sansa;" Ser-Loras"
Robar-Royce (Ser-Robar), Sansa-Stark (Sansa), 158450, "ascended the serpentine steps in a deepening silence.  Oh; why did I have to mention Ser-Robar? Sansa"
Margaery-Tyrell (Margaery-Tyrell), Sansa-Stark (Lady-Sansa), 159745, "the doors; and Margaery-Tyrell herself emerged and swept down the short flight of steps to greet them. "Lady-Sansa"
Margaery-Tyrell (Margaery), Loras-Tyrell (Loras), 159929, "future queen. "You do me great honor; Your Grace."  "Wont you call me Margaery? Please; rise. Loras"
Loras-Tyrell (Loras), Sansa-Stark (Lady-Sansa), 159950, "do me great honor; Your Grace."  "Wont you call me Margaery? Please; rise. Loras; help the Lady-Sansa"
Margaery-Tyrell (Margaery), Sansa-Stark (Lady-Sansa), 159950, "do me great honor; Your Grace."  "Wont you call me Margaery? Please; rise. Loras; help the Lady-Sansa"
Sansa-Stark (Sansa), Loras-Tyrell (Ser-Loras), 160019, "Loras; help the Lady-Sansa to her feet. Might I call you Sansa?"  "If it please you." Ser-Loras"
Loras-Tyrell (Ser-Loras), Margaery-Tyrell (Margaery), 160044, "her feet. Might I call you Sansa?"  "If it please you." Ser-Loras helped her up.  Margaery"
Sansa-Stark (Sansa), Margaery-Tyrell (Margaery), 160044, "her feet. Might I call you Sansa?"  "If it please you." Ser-Loras helped her up.  Margaery"
Loras-Tyrell (Ser-Loras), Sansa-Stark (Sansa), 160095, "it please you." Ser-Loras helped her up.  Margaery dismissed him with a sisterly kiss; and took Sansa"
Margaery-Tyrell (Margaery), Sansa-Stark (Sansa), 160095, "it please you." Ser-Loras helped her up.  Margaery dismissed him with a sisterly kiss; and took Sansa"
Sansa-Stark (Sansa), Mace-Tyrell (Lord-Tyrell), 160370, "on the floor. Around the long trestle table a dozen women were seated.  Sansa recognized only Lord-Tyrell"
Mace-Tyrell (Lord-Tyrell), Alerie (Lady-Alerie), 160404, "the long trestle table a dozen women were seated.  Sansa recognized only Lord-Tyrell tall; dignified wife; Lady-Alerie"
Sansa-Stark (Sansa), Alerie (Lady-Alerie), 160404, "the long trestle table a dozen women were seated.  Sansa recognized only Lord-Tyrell tall; dignified wife; Lady-Alerie"
Alerie (Lady-Alerie), Margaery-Tyrell (Margaery), 160469, "Sansa recognized only Lord-Tyrell tall; dignified wife; Lady-Alerie; whose long silvery braid was bound with jeweled rings. Margaery"
Mace-Tyrell (Lord-Tyrell), Margaery-Tyrell (Margaery), 160469, "Sansa recognized only Lord-Tyrell tall; dignified wife; Lady-Alerie; whose long silvery braid was bound with jeweled rings. Margaery"
Margaery-Tyrell (Margaery), Elinor-Tyrell (Elinor), 160563, "with jeweled rings. Margaery performed the other introductions. There were three Tyrell cousins; Megga and Alla and Elinor"
Elinor-Tyrell (Elinor), Sansa-Stark (Sansa), 160583, "performed the other introductions. There were three Tyrell cousins; Megga and Alla and Elinor; all close to Sansa"
Elinor-Tyrell (Elinor), Mace-Tyrell (Lord-Tyrell), 160621, "three Tyrell cousins; Megga and Alla and Elinor; all close to Sansa age. Buxom Lady Janna was Lord-Tyrell"
Sansa-Stark (Sansa), Mace-Tyrell (Lord-Tyrell), 160621, "three Tyrell cousins; Megga and Alla and Elinor; all close to Sansa age. Buxom Lady Janna was Lord-Tyrell"
Mace-Tyrell (Lord-Tyrell), Leonette (Lady-Leonette), 160708, "age. Buxom Lady Janna was Lord-Tyrell sister; and wed to one of the green-apple Fossoways; dainty; bright-eyed Lady-Leonette"
Leonette (Lady-Leonette), Garlan-Tyrell (Ser-Garlan), 160754, "to one of the green-apple Fossoways; dainty; bright-eyed Lady-Leonette was a Fossoway as well; and wed to Ser-Garlan"
Olenna-Tyrell (Lady-Olenna), Mace-Tyrell (Lord-of-Highgarden), 161279, "the table. "I am honored to present my grandmother the Lady-Olenna; widow to the late Luthor Tyrell; Lord-of-Highgarden"
Olenna-Tyrell (Lady-Olenna), Sansa-Stark (Sansa), 161501, "thing. There was nothing the least bit thorny about her. "Kiss me; child;" Lady-Olenna said; tugging at Sansa"
