Book,Page,Chapter No,Chapter Name,POV,Character,Title,Forename,Surname,Old Surname,Alias,Regnal No,Gender,Status
A Game of Thrones,447,43,Eddard XI,Eddard Stark,Ser Karyl Vance,Ser,Karyl,Vance,,,,M,A
A Game of Thrones,447,43,Eddard XI,Eddard Stark,Ser Arys Oakheart,Ser,Arys,Oakheart,,,,M,D
A Game of Thrones,447,43,Eddard XI,Eddard Stark,Joss,,Joss,,,,,M,A
A Game of Thrones,449,43,Eddard XI,Eddard Stark,Ser Marq Piper,Ser,Marq,Piper,,,,M,A
A Game of Thrones,453,43,Eddard XI,Eddard Stark,Ser Gladden Wylde,Ser,Gladden,Wylde,,,,M,D
A Game of Thrones,453,43,Eddard XI,Eddard Stark,Lord Lothar Mallery,Lord,Lothar,Mallery,,,,M,D
A Game of Thrones,461,44,Sansa III,Sansa Stark,Jonquil,,Jonquil,,,,,F,F
A Game of Thrones,461,44,Sansa III,Sansa Stark,Ser Florian; The Fool,Ser,Florian,,,The Fool,,M,F
A Game of Thrones,469,45,Eddard XII,Eddard Stark,Tya Lannister,,Tya,Lannister,,,,F,D
A Game of Thrones,469,45,Eddard XII,Eddard Stark,Gowen Baratheon,,Gowen,Baratheon,,,,M,D
A Game of Thrones,475,46,Daenerys V,Daenerys Targaryen,Khal Ogo,Khal,Ogo,,,,,M,D
A Game of Thrones,475,46,Daenerys V,Daenerys Targaryen,Khalakka Fogo,Khalakka,Fogo,,,,,M,D
A Game of Thrones,475,46,Daenerys V,Daenerys Targaryen,Khal Jommo,Khal,Jommo,,,,,M,A
A Game of Thrones,485,47,Eddard XIII,Eddard Stark,Ser Preston Greenfield,Ser,Preston,Greenfield,,,,M,D
A Game of Thrones,490,47,Eddard XIII,Eddard Stark,Ser Kevan Lannister,Ser,Kevan,Lannister,,,,M,D
A Game of Thrones,492,47,Eddard XIII,Eddard Stark,Captain Qos,Captain,Qos,,,,,M,A
A Game of Thrones,447,43,Eddard XI,Eddard Stark,Septon Cellador,Septon,Cellador,,,,,M,A
A Game of Thrones,448,43,Eddard XI,Eddard Stark,Othell Yarwyck,,Othell,Yarwyck,,,,M,A
A Game of Thrones,500,48,Jon VI,Jon Snow,Borcas,,Borcas,,,,,M,A
A Game of Thrones,502,48,Jon VI,Jon Snow,Dickon Tarly,,Dickon,Tarly,,,,M,A
A Game of Thrones,504,48,Jon VI,Jon Snow,Dywen,,Dywen,,,,,M,U
A Game of Thrones,532,51,Sansa IV,Sansa Stark,Ser Mandon Moore,Ser,Mandon,Moore,,,,M,D
A Game of Thrones,532,51,Sansa IV,Sansa Stark,Othor,,Othor,,,,,M,D
A Game of Thrones,532,51,Sansa IV,Sansa Stark,Lady Shella,Lady,Shella,,,,,F,F
A Game of Thrones,532,51,Sansa IV,Sansa Stark,; The Rainbow Knight,,?,,,The Rainbow Knight,,M,F
A Game of Thrones,533,52,Jon VII,Jon Snow,Jafer Flowers,,Jafer,Flowers,,,,M,D
A Game of Thrones,533,52,Jon VII,Jon Snow,Bass,,Bass,,,,,M,U
A Game of Thrones,538,52,Jon VII,Jon Snow,Hake,,Hake,,,,,M,D
A Game of Thrones,538,52,Jon VII,Jon Snow,Ketter,,Ketter,,,,,M,U
A Game of Thrones,549,53,Bran VI,Bran Stark,Lord Rickard Karstark,Lord,Rickard,Karstark,,,,M,D
A Game of Thrones,549,53,Bran VI,Bran Stark,Harrion Karstark,,Harrion,Karstark,,,,M,A
A Game of Thrones,549,53,Bran VI,Bran Stark,Eddard Karstark,,Eddard,Karstark,,,,M,D
A Game of Thrones,549,53,Bran VI,Bran Stark,Torrhen Karstark,,Torrhen,Karstark,,,,M,D
A Game of Thrones,550,53,Bran VI,Bran Stark,Lord Medger Cerwyn,Lord,Medger,Cerwyn,,,,M,D
A Game of Thrones,551,53,Bran VI,Bran Stark,Lord Robin Flint,Lord,Robin,Flint,,,,M,D
A Game of Thrones,554,53,Bran VI,Bran Stark,Robett Glover,,Robett,Glover,,,,M,A
A Game of Thrones,555,53,Bran VI,Bran Stark,Lord Halys Hornwood,Lord,Halys,Hornwood,,,,M,D
A Game of Thrones,555,53,Bran VI,Bran Stark,Lord Jon Umber; Greatjon,Lord,Jon,Umber,,Greatjon,,M,A
A Game of Thrones,565,54,Daenerys VI,Daenerys Targaryen,Captain Byan Votyris,Captain,Byan,Votyris,,,,M,A
A Game of Thrones,568,54,Daenerys VI,Daenerys Targaryen,Quaro,,Quaro,,,,,M,D
A Game of Thrones,568,54,Daenerys VI,Daenerys Targaryen,Rakharo,,Rakharo,,,,,M,A
A Game of Thrones,574,54,Daenerys VI,Daenerys Targaryen,Khal Bharbo,Khal,Bharbo,,,,,M,D
A Game of Thrones,575,55,Catelyn VIII,Catelyn Tully,Ser Wylis Manderly,Ser,Wylis,Manderly,,,,M,A
A Game of Thrones,575,55,Catelyn VIII,Catelyn Tully,Ser Wendel Manderly,Ser,Wendel,Manderly,,,,M,D
A Game of Thrones,586,56,Tyrion VII,Tyrion Lannister,Chella; Daughter of Cheyk,,Chella,,,Daughter of Cheyk,,F,A
A Game of Thrones,586,56,Tyrion VII,Tyrion Lannister,Ulf; Son of Umar,,Ulf,,,Son of Umar,,M,D
A Game of Thrones,586,56,Tyrion VII,Tyrion Lannister,Umar,,Umar,,,,,M,U
A Game of Thrones,587,56,Tyrion VII,Tyrion Lannister,Timett; Son of Timett,,Timett,,,Son of Timett,,M,A
A Game of Thrones,587,56,Tyrion VII,Tyrion Lannister,Timett,,Timett,,,,,M,U
A Game of Thrones,588,56,Tyrion VII,Tyrion Lannister,Ser Flement Brax,Ser,Flement,Brax,,,,M,A
A Game of Thrones,589,56,Tyrion VII,Tyrion Lannister,Lord Roland Crakehall,Lord,Roland,Crakehall,,,,M,A
A Game of Thrones,594,56,Tyrion VII,Tyrion Lannister,Lord Tytos Lannister,Lord,Tytos,Lannister,,,,M,D
A Game of Thrones,594,56,Tyrion VII,Tyrion Lannister,Ser Addam Marbrand,Ser,Addam,Marbrand,,,,M,A
A Game of Thrones,597,57,Sansa V,Sansa Stark,Lord Gyles Rosby,Lord,Gyles,Rosby,,,,M,D
A Game of Thrones,597,57,Sansa V,Sansa Stark,Ser Dontos Hollard,Ser,Dontos,Hollard,,,,M,D
A Game of Thrones,598,57,Sansa V,Sansa Stark,Ser Stevron Frey,Ser,Stevron,Frey,,,,M,D
A Game of Thrones,598,57,Sansa V,Sansa Stark,Lord Tytos Blackwood,Lord,Tytos,Blackwood,,,,M,A
A Game of Thrones,598,57,Sansa V,Sansa Stark,Prince Doran Martell,Prince,Doran,Martell,,,,M,A
A Game of Thrones,600,57,Sansa V,Sansa Stark,Prince Lewyn Martell,Prince,Lewyn,Martell,,,,M,D
A Game of Thrones,613,58,Eddard XV,Eddard Stark,Princess Rhaenys Targaryen; Rhaegar's daughter,Princess,Rhaenys,Targaryen,,Rhaegar's daughter,,F,D
A Game of Thrones,620,59,Catelyn IX,Catelyn Tully,Ser Perwyn Frey,Ser,Perwyn,Frey,,,,M,A
A Game of Thrones,625,59,Catelyn IX,Catelyn Tully,Ryger Rivers,,Ryger,Rivers,,,,M,U
A Game of Thrones,626,59,Catelyn IX,Catelyn Tully,Olyvar Frey,,Olyvar,Frey,,,,M,U
A Game of Thrones,626,59,Catelyn IX,Catelyn Tully,Elmar Frey,,Elmar,Frey,,,,M,U
A Game of Thrones,633,60,Jon VIII,Jon Snow,Ser Endrew Tarth,Ser,Endrew,Tarth,,,,M,D
A Game of Thrones,634,60,Jon VIII,Jon Snow,Pate; Of the Night's Watch,,Pate,,,Of the Night's Watch,,M,A
A Game of Thrones,635,60,Jon VIII,Jon Snow,Rudge,,Rudge,,,,,M,U
A Game of Thrones,638,60,Jon VIII,Jon Snow,King Harren Hoare; The Black,King,Harren,Hoare,,The Black,,M,D
A Game of Thrones,643,61,Daenerys VII,Daenerys Targaryen,Jhogo,,Jhogo,,,,,M,A
A Game of Thrones,646,61,Daenerys VII,Daenerys Targaryen,Mago,,Mago,,,,,M,U
A Game of Thrones,646,61,Daenerys VII,Daenerys Targaryen,Ko Jhaqo,Ko,Jhaqo,,,,,M,A
A Game of Thrones,647,61,Daenerys VII,Daenerys Targaryen,Mirri Maz Duur,,Mirri,Maz Duur,,,,F,D
A Game of Thrones,648,61,Daenerys VII,Daenerys Targaryen,Archmaester Marwyn,Archmaester,Marwyn,,,,,M,A
A Game of Thrones,652,62,Tyrion VIII,Tyrion Lannister,Lord Leo Lefford,Lord,Leo,Lefford,,,,M,D
A Game of Thrones,654,62,Tyrion VIII,Tyrion Lannister,Podrick Payne,,Podrick,Payne,,,,M,U
A Game of Thrones,655,62,Tyrion VIII,Tyrion Lannister,Shae,,Shae,,,,,F,D
A Game of Thrones,660,62,Tyrion VIII,Tyrion Lannister,Lord Lewys Lydden,Lord,Lewys,Lydden,,,,M,U
A Game of Thrones,660,62,Tyrion VIII,Tyrion Lannister,Lord Serrett,Lord,?,Serrett,,,,M,U
A Game of Thrones,673,63,Catelyn X,Catelyn Tully,Jon Umber; Smalljon,,Jon,Umber,,Smalljon,,M,D
A Game of Thrones,673,63,Catelyn X,Catelyn Tully,Daryn Hornwood,,Daryn,Hornwood,,,,M,D
A Game of Thrones,673,63,Catelyn X,Catelyn Tully,Dacey Mormont,,Dacey,Mormont,,,,F,D
A Game of Thrones,677,63,Catelyn X,Catelyn Tully,Lord Gawen Westerling,Lord,Gawen,Westerling,,,,M,A
A Game of Thrones,677,63,Catelyn X,Catelyn Tully,Lord Quenten Banefort,Lord,Quenten,Banefort,,,,M,A
A Game of Thrones,677,63,Catelyn X,Catelyn Tully,Ser Garth Greenfield,Ser,Garth,Greenfield,,,,M,A
A Game of Thrones,677,63,Catelyn X,Catelyn Tully,Lord Regenard Estren,Lord,Regenard,Estren,,,,M,A
A Game of Thrones,677,63,Catelyn X,Catelyn Tully,Ser Tytos Brax,Ser,Tytos,Brax,,,,M,A
A Game of Thrones,677,63,Catelyn X,Catelyn Tully,Mallor; The Dornishman,,Mallor,,,The Dornishman,,M,U
A Game of Thrones,680,64,Daenerys VIII,Daenerys Targaryen,Eroeh,,Eroeh,,,,,F,D
A Game of Thrones,683,64,Daenerys VIII,Daenerys Targaryen,Ko Pono,Ko,Pono,,,,,M,A
A Game of Thrones,698,65,Arya V,Arya Stark,Buu,,Buu,,,,,?,U
A Game of Thrones,706,66,Bran VII,Bran Stark,Symeon; Star-Eyes,,Symeon,,,Star-Eyes,,M,F
A Game of Thrones,708,66,Bran VII,Bran Stark,King Jon Stark,King,Jon,Stark,,,,M,D
A Game of Thrones,708,66,Bran VII,Bran Stark,King Rickard Stark,King,Rickard,Stark,,,,M,D
A Game of Thrones,708,66,Bran VII,Bran Stark,King Theon Stark,King,Theon,Stark,,,,M,D
A Game of Thrones,709,66,Bran VII,Bran Stark,King Brandon Stark; The Shipwright,King,Brandon,Stark,,The Shipwright,,M,D
A Game of Thrones,709,66,Bran VII,Bran Stark,King Brandon Stark; The Burner,King,Brandon,Stark,,The Burner,,M,D
A Game of Thrones,709,66,Bran VII,Bran Stark,King Rodrik Stark,King,Rodrik,Stark,,,,M,D
A Game of Thrones,709,66,Bran VII,Bran Stark,King Torrhen Stark; The King who Knelt,King,Torrhen,Stark,,The King who Knelt,,M,D
A Game of Thrones,709,66,Bran VII,Bran Stark,Lord Cregan Stark,Lord,Cregan,Stark,,,,M,D
A Game of Thrones,738,69,Tyrion IX,Tyrion Lannister,Ser Harys Swyft,Ser,Harys,Swyft,,,,M,A
A Game of Thrones,739,69,Tyrion IX,Tyrion Lannister,Lord Andros Brax,Lord,Andros,Brax,,,,M,D
A Game of Thrones,740,69,Tyrion IX,Tyrion Lannister,Ser Forley Prester,Ser,Forley,Prester,,,,M,A
A Game of Thrones,744,69,Tyrion IX,Tyrion Lannister,Vargo Hoat,,Vargo,Hoat,,,,M,D
A Game of Thrones,744,69,Tyrion IX,Tyrion Lannister,Ser Amory Lorch,Ser,Amory,Lorch,,,,M,D
A Game of Thrones,763,71,Catelyn XI,Catelyn Tully,Maester Vyman,Maester,Vyman,,,,,M,A
A Game of Thrones,764,71,Catelyn XI,Catelyn Tully,Bethany Rowan (Redwyne),,Bethany,Rowan,Redwyne,,,F,A
A Game of Thrones,783,73,Appendix,N/A,Lord Orys Baratheon,Lord,Orys,Baratheon,,,,M,D
A Game of Thrones,783,73,Appendix,N/A,King Argilac Durrandon; The Arrogant,King,Argilac,Durrandon,,The Arrogant,,M,D
A Game of Thrones,783,73,Appendix,N/A,Lady Shireen Baratheon,Lady,Shireen,Baratheon,,,,F,A
A Game of Thrones,784,73,Appendix,N/A,Tyrek Lannister,,Tyrek,Lannister,,,,M,U
A Game of Thrones,787,73,Appendix,N/A,Lady Joanna Lannister,Lady,Joanna,Lannister,,,,F,D
A Game of Thrones,787,73,Appendix,N/A,Dorna Lannister (Swyft),,Dorna,Lannister,Swyft,,,F,A
A Game of Thrones,787,73,Appendix,N/A,Willem Lannister,,Willem,Lannister,,,,M,D
A Game of Thrones,787,73,Appendix,N/A,Martyn Lannister,,Martyn,Lannister,,,,M,A
A Game of Thrones,787,73,Appendix,N/A,Janei Lannister,,Janei,Lannister,,,,F,A
A Game of Thrones,787,73,Appendix,N/A,Genna Frey (Lannister),,Genna,Frey,Lannister,,,F,A
A Game of Thrones,787,73,Appendix,N/A,Ser Cleos Frey,Ser,Cleos,Frey,,,,M,D
A Game of Thrones,787,73,Appendix,N/A,Tion Frey,,Tion,Frey,,,,M,D
A Game of Thrones,788,73,Appendix,N/A,Ser Tygett Lannister; Tyg,Ser,Tygett,Lannister,,Tyg,,M,D
A Game of Thrones,788,73,Appendix,N/A,Darlessa Marbrand,,Darlessa,Marbrand,,,,F,A
A Game of Thrones,788,73,Appendix,N/A,Gerion Lannister; Gery,,Gerion,Lannister,,Gery,,M,U
A Game of Thrones,788,73,Appendix,N/A,Joy Hill,,Joy,Hill,,,,F,A
A Game of Thrones,788,73,Appendix,N/A,Ser Stafford Lannister,Ser,Stafford,Lannister,,,,M,D
A Game of Thrones,788,73,Appendix,N/A,Cerenna Lannister,,Cerenna,Lannister,,,,F,A
A Game of Thrones,788,73,Appendix,N/A,Myrielle Lannister,,Myrielle,Lannister,,,,F,A
A Game of Thrones,788,73,Appendix,N/A,Ser Daven Lannister,Ser,Daven,Lannister,,,,M,A
A Game of Thrones,788,73,Appendix,N/A,Maester Creylen,Maester,Creylen,,,,,M,A
A Game of Thrones,789,73,Appendix,N/A,Lady Jeyne Arryn (Royce),Lady,Jeyne,Arryn,Royce,,,F,D
A Game of Thrones,789,73,Appendix,N/A,Lady Rowena Arryn,Lady,Rowena,Arryn,,,,F,D
A Game of Thrones,791,73,Appendix,N/A,King Harwyn Hoare; Hardhand,King,Harwyn,Hoare,,Hardhand,,M,D
A Game of Thrones,791,73,Appendix,N/A,King Arrec Durrandon; The Storm King,King,Arrec,Durrandon,,The Storm King,,M,D
A Game of Thrones,791,73,Appendix,N/A,Edmyn Tully,,Edmyn,Tully,,,,M,D
A Game of Thrones,791,73,Appendix,N/A,Lady Minisa Tully (Whent),Lady,Minisa,Tully,Whent,,,F,D
A Game of Thrones,791,73,Appendix,N/A,Ser Desmond Grell,Ser,Desmond,Grell,,,,M,A
A Game of Thrones,791,73,Appendix,N/A,Robin Ryger,,Robin,Ryger,,,,M,A
A Game of Thrones,792,73,Appendix,N/A,Utherydes Wayn,,Utherydes,Wayn,,,,M,A
A Game of Thrones,793,73,Appendix,N/A,King Garth Gardener; Greenhand,King,Garth,Gardener,,Greenhand,,M,D
A Game of Thrones,793,73,Appendix,N/A,Lord Harlen Tyrell,Lord,Harlen,Tyrell,,,,M,D
A Game of Thrones,793,73,Appendix,N/A,Lady Alerie Tyrell (Hightower),Lady,Alerie,Tyrell,Hightower,,,F,A
A Game of Thrones,793,73,Appendix,N/A,Willas Tyrell,,Willas,Tyrell,,,,M,A
A Game of Thrones,793,73,Appendix,N/A,Ser Garlan Tyrell; The Gallant,Ser,Garlan,Tyrell,,The Gallant,,M,A
A Game of Thrones,793,73,Appendix,N/A,Lady Olenna Tyrell (Redwyne); Queen of Thorns,Lady,Olenna,Tyrell,Redwyne,Queen of Thorns,,F,A
A Game of Thrones,793,73,Appendix,N/A,Lady Mina Redwyne (Tyrell),Lady,Mina,Redwyne,Tyrell,,,F,A
A Game of Thrones,793,73,Appendix,N/A,Lord Paxter Redwyne,Lord,Paxter,Redwyne,,,,M,A
A Game of Thrones,793,73,Appendix,N/A,Lady Janna Fossoway (Tyrell),Lady,Janna,Fossoway,Tyrell,,,F,A
A Game of Thrones,793,73,Appendix,N/A,Garth Tyrell; The Gross,,Garth,Tyrell,,The Gross,,M,D
A Game of Thrones,794,73,Appendix,N/A,Garse Flowers,,Garse,Flowers,,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Garrett Flowers,,Garrett,Flowers,,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Ser Moryn Tyrell,Ser,Moryn,Tyrell,,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Maester Gormon (Tyrell),Maester,Gormon,,Tyrell,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Maester Lomys,Maester,Lomys,,,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Ser Vortimer Crane,Ser,Vortimer,Crane,,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Desmera Redwyne,,Desmera,Redwyne,,,,F,A
A Game of Thrones,794,73,Appendix,N/A,Lady Arwyn Oakheart,Lady,Arwyn,Oakheart,,,,F,A
A Game of Thrones,794,73,Appendix,N/A,Lord Leyton Hightower,Lord,Leyton,Hightower,,,,M,A
A Game of Thrones,794,73,Appendix,N/A,Ser Jon Fossoway,Ser,Jon,Fossoway,,,,M,A
A Game of Thrones,795,73,Appendix,N/A,The Grey King,,?,,,The Grey King,,M,U
A Game of Thrones,795,73,Appendix,N/A,King Urron Greyiron; Redhand,King,Urron,Greyiron,,Redhand,,M,D
A Game of Thrones,795,73,Appendix,N/A,King Qhored Hoare,King,Qhored,Hoare,,,,M,D
A Game of Thrones,796,73,Appendix,N/A,Lord Vickon Greyjoy,Lord,Vickon,Greyjoy,,,,M,D
A Game of Thrones,796,73,Appendix,N/A,Lady Alannys Greyjoy (Harlaw),Lady,Alannys,Greyjoy,Harlaw,,,F,A
A Game of Thrones,796,73,Appendix,N/A,Rodrik Greyjoy,,Rodrik,Greyjoy,,,,M,D
A Game of Thrones,796,73,Appendix,N/A,Maron Greyjoy,,Maron,Greyjoy,,,,M,D
A Game of Thrones,796,73,Appendix,N/A,Asha Greyjoy,,Asha,Greyjoy,,,,F,A
A Game of Thrones,796,73,Appendix,N/A,Euron Greyjoy; Crow's Eye,,Euron,Greyjoy,,Crow's Eye,,M,A
A Game of Thrones,796,73,Appendix,N/A,Victarion Greyjoy,,Victarion,Greyjoy,,,,M,A
A Game of Thrones,796,73,Appendix,N/A,Aeron Greyjoy; Damphair,,Aeron,Greyjoy,,Damphair,,M,U
A Game of Thrones,797,73,Appendix,N/A,Queen Nymeria,Queen,Nymeria,,,,,F,D
A Game of Thrones,797,73,Appendix,N/A,Lord Mors Martell,Lord,Mors,Martell,,,,M,D
A Game of Thrones,797,73,Appendix,N/A,King Daeron II Targaryen; The Good,King,Daeron,Targaryen,,The Good,II,M,D
A Game of Thrones,797,73,Appendix,N/A,Princess Myriah Martell,Princess,Myriah,Martell,,,,F,A
A Game of Thrones,797,73,Appendix,N/A,Lady Mellario Martell; of Norvos,Lady,Mellario,Martell,,of Norvos,,F,A
A Game of Thrones,797,73,Appendix,N/A,Princess Arianne Martell,Princess,Arianne,Martell,,,,F,A
A Game of Thrones,797,73,Appendix,N/A,Prince Quentyn Martell,Prince,Quentyn,Martell,,,,M,D
A Game of Thrones,797,73,Appendix,N/A,Prince Trystane Martell,Prince,Trystane,Martell,,,,M,A
A Game of Thrones,798,73,Appendix,N/A,Prince Aegon Targaryen; Son of Rhaegar Targaryen,Prince,Aegon,Targaryen,,Son of Rhaegar Targaryen,,M,U
A Game of Thrones,798,73,Appendix,N/A,Prince Oberyn Martell,Prince,Oberyn,Martell,,,,M,D
A Game of Thrones,798,73,Appendix,N/A,Captain Areo Hotah,Captain,Areo,Hotah,,,,M,A
A Game of Thrones,798,73,Appendix,N/A,Maester Caleotte,Maester,Caleotte,,,,,M,A
A Game of Thrones,798,73,Appendix,N/A,Lord Edric Dayne; Ned,Lord,Edric,Dayne,,Ned,,M,U
A Game of Thrones,799,73,Appendix,N/A,Visenya Targaryen; Wife of Aegon I,,Visenya,Targaryen,,Wife of Aegon I,,F,D
A Game of Thrones,799,73,Appendix,N/A,Rhaenys Targaryen; Wife of Aegon I,,Rhaenys,Targaryen,,Wife of Aegon I,,F,D
A Game of Thrones,799,73,Appendix,N/A,Aenys Targaryen,,Aenys,Targaryen,,,,M,D
A Game of Thrones,799,73,Appendix,N/A,King Jaehaerys I Targaryen; The Old King/The Conciliator,King,Jaehaerys,Targaryen,,The Old King/The Conciliator,I,M,D
A Game of Thrones,800,73,Appendix,N/A,King Viserys I Targaryen,King,Viserys,Targaryen,,,I,M,D
A Game of Thrones,800,73,Appendix,N/A,King Aegon II Targaryen; The Usurper,King,Aegon,Targaryen,,The Usurper,II,M,D
A Game of Thrones,800,73,Appendix,N/A,Rhaenyra Targaryen,,Rhaenyra,Targaryen,,,,F,D
A Game of Thrones,800,73,Appendix,N/A,King Daeron I Targaryen; The Young Dragon/The Boy King,King,Daeron,Targaryen,,The Young Dragon/The Boy King,I,M,D
A Game of Thrones,800,73,Appendix,N/A,King Viserys II Targaryen,King,Viserys,Targaryen,,,II,M,D
A Game of Thrones,800,73,Appendix,N/A,King Aerys I Targaryen,King,Aerys,Targaryen,,,I,M,D
A Game of Thrones,800,73,Appendix,N/A,Queen Rhaella Targaryen; Wife of Aerys II,Queen,Rhaella,Targaryen,,Wife of Aerys II,,F,D
A Clash of Kings,1,0,Prologue,Maester Cressen,Maester Cressen,Maester,Cressen,,,,,M,D
A Clash of Kings,1,0,Prologue,Maester Cressen,Maester Pylos,Maester,Pylos,,,,,M,A
A Clash of Kings,2,0,Prologue,Maester Cressen,Patchface,,Patchface,,,,,M,A
A Clash of Kings,4,0,Prologue,Maester Cressen,Dalla,,Dalla,,,,,F,A
A Clash of Kings,4,0,Prologue,Maester Cressen,Matrice,,Matrice,,,,,F,A
A Clash of Kings,6,0,Prologue,Maester Cressen,Lord Steffon Baratheon,Lord,Steffon,Baratheon,,,,M,D
A Clash of Kings,6,0,Prologue,Maester Cressen,Jommy,,Jommy,,,,,M,U
A Clash of Kings,7,0,Prologue,Maester Cressen,Ser Harbert,Ser,Harbert,,,,,M,D
A Clash of Kings,7,0,Prologue,Maester Cressen,Ser Davos Seaworth; The Onion Knight,Ser,Davos,Seaworth,,The Onion Knight,,M,A
A Clash of Kings,9,0,Prologue,Maester Cressen,Lord Gulian Swann,Lord,Gulian,Swann,,,,M,A
A Clash of Kings,14,0,Prologue,Maester Cressen,Salladhor Saan,,Salladhor,Saan,,,,M,A
A Clash of Kings,14,0,Prologue,Maester Cressen,Morosh; The Myrman,,Morosh,,,The Myrman,,M,A
A Clash of Kings,17,0,Prologue,Maester Cressen,Melisandre; Of Asshai/Melony,,Melisandre,,,Of Asshai/Melony,,F,A
A Clash of Kings,22,0,Prologue,Maester Cressen,Lord Ardrian Celtigar,Lord,Ardrian,Celtigar,,,,M,A
A Clash of Kings,22,0,Prologue,Maester Cressen,Lord Monford Velaryon,Lord,Monford,Velaryon,,,,M,D
A Clash of Kings,22,0,Prologue,Maester Cressen,Lord Duram Bar Emmon,Lord,Duram,Bar Emmon,,,,M,A
A Clash of Kings,22,0,Prologue,Maester Cressen,Ser Axell Florent,Ser,Axell,Florent,,,,M,A
A Clash of Kings,22,0,Prologue,Maester Cressen,Lord Guncer Sunglass,Lord,Guncer,Sunglass,,,,M,D
A Clash of Kings,27,1,Arya I,Arya Stark,Lommy; Greenhands,,Lommy,,,Greenhands,,M,D
A Clash of Kings,28,1,Arya I,Arya Stark,Hot Pie,,Hot Pie,,,,,M,A
A Clash of Kings,36,2,Sansa I,Sansa Stark,Lollys Stokeworth,,Lollys,Stokeworth,,,,F,A
A Clash of Kings,36,2,Sansa I,Sansa Stark,Falyse Stokeworth,,Falyse,Stokeworth,,,,F,D
A Clash of Kings,36,2,Sansa I,Sansa Stark,Lady Ermesande Hayford,Lady,Ermesande,Hayford,,,,F,A
A Clash of Kings,39,2,Sansa I,Sansa Stark,Morros Slynt,,Morros,Slynt,,,,M,A
A Clash of Kings,55,3,Tyrion I,Tyrion Lannister,Captain Vylarr,Captain,Vylarr,,,,,M,A
A Clash of Kings,63,4,Bran I,Bran Stark,Walder Frey; Big Walder/Son of Jammos,,Walder,Frey,,Big Walder/Son of Jammos,,M,A
A Clash of Kings,63,4,Bran I,Bran Stark,Walder Frey; Little Walder/Son of Merrett,,Walder,Frey,,Little Walder/Son of Merrett,,M,D
A Clash of Kings,66,4,Bran I,Bran Stark,Hayhead,,Hayhead,,,,,M,U
A Clash of Kings,67,4,Bran I,Bran Stark,Alebelly,,Alebelly,,,,,M,D
A Clash of Kings,68,4,Bran I,Bran Stark,Ser Jammos Frey,Ser,Jammos,Frey,,,,M,A
A Clash of Kings,68,4,Bran I,Bran Stark,Merrett Frey,,Merrett,Frey,,,,M,D
A Clash of Kings,69,4,Bran I,Bran Stark,Walder Frey; Black Walder/Son of Ryman,,Walder,Frey,,Black Walder/Son of Ryman,,M,A
A Clash of Kings,69,4,Bran I,Bran Stark,Walder Frey; Red Walder/Son of Emmon,,Walder,Frey,,Red Walder/Son of Emmon,,M,A
A Clash of Kings,69,4,Bran I,Bran Stark,Walder Rivers; Bastard Walder,,Walder,Rivers,,Bastard Walder,,M,A
A Clash of Kings,69,4,Bran I,Bran Stark,Waltyr Frey; Tyr,,Waltyr,Frey,,Tyr,,M,A
A Clash of Kings,69,4,Bran I,Bran Stark,Turnip,,Turnip,,,,,M,A
A Clash of Kings,69,4,Bran I,Bran Stark,Bandy,,Bandy,,,,,F,A
A Clash of Kings,69,4,Bran I,Bran Stark,Shyra,,Shyra,,,,,F,A
A Clash of Kings,69,4,Bran I,Bran Stark,Palla; The kennel girl,,Palla,,,The kennel girl,,F,A
A Clash of Kings,69,4,Bran I,Bran Stark,Calon,,Calon,,,,,M,U
A Clash of Kings,69,4,Bran I,Bran Stark,TomToo; Son of Tomard,,TomToo,,,Son of Tomard,,M,U
A Clash of Kings,74,5,Arya II,Arya Stark,Praed,,Praed,,,,,M,D
A Clash of Kings,74,5,Arya II,Arya Stark,Tarber,,Tarber,,,,,M,U
A Clash of Kings,75,5,Arya II,Arya Stark,Ser Malcolm,Ser,Malcolm,,,,,M,U
A Clash of Kings,75,5,Arya II,Arya Stark,Lync,,Lync,,,,,M,U
A Clash of Kings,76,5,Arya II,Arya Stark,Hod,,Hod,,,,,M,A
A Clash of Kings,76,5,Arya II,Arya Stark,Lord William Mooton,Lord,William,Mooton,,,,M,A
A Clash of Kings,78,5,Arya II,Arya Stark,Jaqen H'ghar,,Jaqen,Hghar,,,,M,A
A Clash of Kings,78,5,Arya II,Arya Stark,Rorge,,Rorge,,,,,M,D
A Clash of Kings,78,5,Arya II,Arya Stark,Biter,,Biter,,,,,M,D
A Clash of Kings,80,5,Arya II,Arya Stark,Reysen,,Reysen,,,,,M,D
A Clash of Kings,81,5,Arya II,Arya Stark,Cutjack,,Cutjack,,,,,M,U
A Clash of Kings,81,5,Arya II,Arya Stark,Kurz,,Kurz,,,,,M,D
A Clash of Kings,81,5,Arya II,Arya Stark,Koss,,Koss,,,,,M,D
A Clash of Kings,81,5,Arya II,Arya Stark,Dobber,,Dobber,,,,,M,D
